,ds,y
4622,2022-08-28,2880
4623,2022-08-29,1894
4624,2022-08-30,1884
4625,2022-08-31,1453
4626,2022-09-01,1775
4627,2022-09-02,2279
4628,2022-09-03,2323
4629,2022-09-04,1827
4630,2022-09-05,2293
4631,2022-09-06,1558
4632,2022-09-07,2005
4633,2022-09-08,2504
4634,2022-09-09,2851
4635,2022-09-10,3127
4636,2022-09-11,2271
4637,2022-09-12,1725
4638,2022-09-13,1705
4639,2022-09-14,1724
4640,2022-09-15,1991
4641,2022-09-16,2555
4642,2022-09-17,2534
4643,2022-09-18,1794
4644,2022-09-19,1546
4645,2022-09-20,1993
4646,2022-09-21,2028
4647,2022-09-22,2660
4648,2022-09-23,3175
4649,2022-09-24,2853
4650,2022-09-25,2196
4651,2022-09-26,1692
4652,2022-09-27,1984
4653,2022-09-28,1888
4654,2022-09-29,2255
4655,2022-09-30,3040
4656,2022-10-01,2809
4657,2022-10-02,2063
4658,2022-10-03,1424
4659,2022-10-04,1617
4660,2022-10-05,1776
4661,2022-10-06,2024
4662,2022-10-07,2846
4663,2022-10-08,2589
4664,2022-10-09,2165
4665,2022-10-10,1836
4666,2022-10-11,1641
4667,2022-10-12,1913
4668,2022-10-13,2231
4669,2022-10-14,2498
4670,2022-10-15,2172
4671,2022-10-16,2109
4672,2022-10-17,1407
4673,2022-10-18,1081
4674,2022-10-19,1000
4675,2022-10-20,1206
4676,2022-10-21,1568
4677,2022-10-22,1698
4678,2022-10-23,1250
4679,2022-10-24,933
4680,2022-10-25,941
4681,2022-10-26,1045
4682,2022-10-27,1128
4683,2022-10-28,1245
4684,2022-10-29,1189
4685,2022-10-30,1199
4686,2022-10-31,721
4687,2022-11-01,862
4688,2022-11-02,551
4689,2022-11-03,613
4690,2022-11-04,627
4691,2022-11-05,694
4692,2022-11-06,591
4693,2022-11-07,373
4694,2022-11-08,479
4695,2022-11-09,407
4696,2022-11-10,432
4697,2022-11-11,518
4698,2022-11-12,516
4699,2022-11-13,535
4700,2022-11-14,289
4701,2022-11-15,248
4702,2022-11-16,176
4703,2022-11-17,332
4704,2022-11-18,526
4705,2022-11-19,400
4706,2022-11-20,459
4707,2022-11-21,150
4708,2022-11-22,202
4709,2022-11-23,164
4710,2022-11-24,166
4711,2022-11-25,242
4712,2022-11-26,259
4713,2022-11-27,122
4714,2022-11-28,113
4715,2022-11-29,130
4716,2022-11-30,96
4717,2022-12-01,137
4718,2022-12-02,153
4719,2022-12-03,289
4720,2022-12-04,227
4721,2022-12-05,134
4722,2022-12-06,291
4723,2022-12-07,234
4724,2022-12-08,358
4725,2022-12-09,371
4726,2022-12-10,356
4727,2022-12-11,188
4728,2022-12-12,198
4729,2022-12-13,68
4730,2022-12-14,80
4731,2022-12-15,79
4732,2022-12-16,89
4733,2022-12-17,184
4734,2022-12-18,124
4735,2022-12-19,44
4736,2022-12-20,51
4737,2022-12-21,78
4738,2022-12-22,77
4739,2022-12-23,57
4740,2022-12-24,54
4741,2022-12-25,0
4742,2022-12-26,70
4743,2022-12-27,69
4744,2022-12-28,69
4745,2022-12-29,93
4746,2022-12-30,159
4747,2022-12-31,299
